title_review,country,date,avp_badge,review_text
Inspiring,Royaume-Uni,19 septembre 2019,Achat vérifié,"

  I don't usually read autobiographies but this came recommended, and I want to pass on the favour. Truly impressive writing; the story of a childhood and a family dedicated to making a difference to the world. Sometimes moving but always uplifting, a pleasure to read.

"
A must read!,Royaume-Uni,2 février 2019,Achat vérifié,"

  There's  nothing to dislike! I read it in a day, absolutely loved it, i just couldn't put it down. Michelle writes so eloquent and very diplomatic. A must read for all. I have started re-reading again.

"
Inspiring,Royaume-Uni,8 mai 2020,Achat vérifié,"

  Very inspiring and thoughtful.Brave and admirable lady. Certainly a role model to follow.Certainly a lady that made me proud to be a black woman.

"
great for the price,Royaume-Uni,30 novembre 2018,Achat vérifié,"

  just started to read this book very good read funny but real

"
good product,Royaume-Uni,4 août 2019,Achat vérifié,"

  Bought for a friend who says it was a good read

"
Easy tead,Royaume-Uni,1 février 2019,Achat vérifié,"

  Very interesting read about the Obamas rise to the whitehouse and struggles along the way

"
Good book- buy it from somewhere else,Royaume-Uni,30 mars 2019,Achat vérifié,"

  Great book but packaging totally ripped to shreds when it arrived which is such a shame

"
Michelle Obama book,Royaume-Uni,10 avril 2020,Achat vérifié,"

  It was quite an interesting read

"
Nice book,Royaume-Uni,18 décembre 2018,Achat vérifié,"

  This is for a Christmas present, looks good though.

"
Compelling,Royaume-Uni,17 mars 2019,Achat vérifié,"

  Inspiring read and hard to put down. Would relish more from her. Don't miss it.

"
Fab!,Royaume-Uni,18 juin 2020,Achat vérifié,"

  Quick delivery and perfect gift for my mum. Can’t wait to read it myself!

"
Very good book!,Royaume-Uni,2 février 2019,Achat vérifié,"

  Loved this book. Really enjoyed it. Worth the money and would recommend.

"
Bought for my wife,Royaume-Uni,11 janvier 2019,Achat vérifié,"

  My wife adores Michelle O,bama and absolutely enjoyed this book.

"
Moving and uplifting,Royaume-Uni,4 juillet 2020,Achat vérifié,"

  I had this as the audio book, I found the nuances of Mrs Obama's voice adding to the emotions of her story. Highly recommended

"
"Bought as a gift, well received",Royaume-Uni,7 juillet 2020,Achat vérifié,"

  Bought as a gift, well received

"
Lovely Book,Royaume-Uni,23 avril 2019,Achat vérifié,"

  Thoroughly enjoyed this book well told and so easy to listen to

"
Fabulous,Royaume-Uni,1 septembre 2020,Achat vérifié,"

  Great book, well worth a read

"
Michelle Obama,Royaume-Uni,7 janvier 2020,Achat vérifié,"

  Thank you. This is a perfect gift.

"
Fab Read,Royaume-Uni,25 janvier 2020,Achat vérifié,"

  Great book really enjoyed it

"
What an amazing woman!!,Royaume-Uni,15 juillet 2019,Achat vérifié,"

  Would highly recommend this book. Honestly one of the best books that I have ever read. Michelle Obama is such an inspiration and this book just fills you with happiness!

"
This made a great present,Royaume-Uni,30 décembre 2018,Achat vérifié,"

  This was a Crimble present for my partner, she is most happy with it. Highly recommended.

"
Lovely item,Royaume-Uni,30 juillet 2020,Achat vérifié,"

  Bought as a gift and recipient was very happy

"
Good book,Royaume-Uni,9 janvier 2020,Achat vérifié,"

  It does what it says on the cover!

"
Great read,Royaume-Uni,9 septembre 2019,Achat vérifié,"

  Amazing woman,amazing life.hardback is the way to go.Fast delivery as always

"
Superb,Royaume-Uni,26 mars 2019,Achat vérifié,"

  Fascinating and well-written auto-biography of an iconic woman

"
Inspiring read,Royaume-Uni,21 février 2020,Achat vérifié,"

  A really interesting read. I really enjoyed reading about how Michelle Obama was able to maintain her own agenda during her husband's time in the White House. The value she places on family and friends.

"
A must read. Excellent. Makes you laugh and cry,Royaume-Uni,26 juin 2019,Achat vérifié,"

  Best book I’ve read for many years. A very honest and forthright book. An amazing insight to her life from very humble beginnings.

"
Brilliant autobiography Michelle Obama,Royaume-Uni,11 janvier 2019,Achat vérifié,"

  ❤️❤️❤️❤️❤️❤️Michelle Obama in her own wordsFrom the beginning - precious

"
Enjoyable read,Royaume-Uni,30 juillet 2019,Achat vérifié,"

  Enjoyable read and to understand

"
Good read,Royaume-Uni,6 juillet 2020,Achat vérifié,"

  After watching her on Netflix I just had to buy the book and wow she is a down to earth lovely lady. The book is Written so well that you actually can hear her voice while you’re reading it

"
I want to new Michelle,Royaume-Uni,2 janvier 2019,Achat vérifié,"

  Best read of 2018, actually for the last few years. Michelle Obama’s words stay with you.

"
book arrived damaged,Royaume-Uni,15 décembre 2019,Achat vérifié,"

  book arrived damaged unable to provide as a present, disappointing

"
Wife love every bit off it,Royaume-Uni,23 janvier 2020,Achat vérifié,"

  I brought it again for my wife because she had lost the first one on a flight to Bali, she was very upset course she had not finish reading it and she love it and really wanted to finish reading it. She started reading it again and love every bit off it

"
Perfect read!!,Royaume-Uni,16 décembre 2018,Achat vérifié,"

  An absolutely fantastic book. So interesting and inspiring. Highly recommend it

"
Such an inspiration ⭐️⭐️⭐️⭐️⭐️⭐️,Royaume-Uni,22 février 2019,Achat vérifié,"

  Reading Michelle Obama’ s Memoir is so encouraging and inspiring. I feel I have known her forever. Thank you Michelle Obama! ⭐️⭐️⭐️⭐️⭐️⭐️

"
Loved this book,Royaume-Uni,23 février 2019,Achat vérifié,"

  Love this book I would ask acetone to read this..

"
Role Model Material book. Highly recommend,Royaume-Uni,2 juin 2020,Achat vérifié,"

  An excellent book by an amazing woman.

"
Superb,Royaume-Uni,2 mars 2020,Achat vérifié,"

  Couldn't put it down. So grateful to Michelle for sharing this incredible story. Poignantly told, insightful, honest, human. Loved it.

"
Brilliant,Royaume-Uni,14 août 2019,Achat vérifié,"

  A fabulous insight into an inspiring journey as a Brit who is interested in the US political process it was a sneak peek into truth Michelle Obama what an absolute inspiration to all a human being that will continue to influence and inspire for ever.

"
Amazing,Royaume-Uni,12 mai 2019,Achat vérifié,"

  Am absolutely fantastic read

"
Good book,Royaume-Uni,13 janvier 2020,Achat vérifié,"

  It's a decent book and gifted it to my niece

"
Amazing insight to a beautiful woman,Royaume-Uni,13 mars 2019,Achat vérifié,"

  A real eye opener, you feel Michelle’s pain, joy and every emotion in between. I didn’t want the book to end. Take a bow Mrs Obama... and a well deserved rest! Thank you ❤️

"
Good book - Thank you,Royaume-Uni,19 novembre 2020,Achat vérifié,"

  Good book - Thank you

"
A brilliant informative read,Royaume-Uni,24 août 2019,Achat vérifié,"

  Beautifully written

"
If you are interested in Michelle then it’s a great buy and read,Royaume-Uni,13 avril 2020,Achat vérifié,"

  Great book, easy read

"
Inspirational to read,Royaume-Uni,29 janvier 2020,Achat vérifié,"

  Inspirational book

"
Excellent,Royaume-Uni,22 novembre 2018,Achat vérifié,"

  Excellent

"
Superb,Royaume-Uni,14 novembre 2019,Achat vérifié,"

  I never read full biography book before, this one is absolutely brilliant. I will buy for a friend as a gift for sure.

"
loved it,Royaume-Uni,11 juillet 2019,Achat vérifié,"

  perfect condition

"
Awesome book,Royaume-Uni,22 février 2019,Achat vérifié,"

  Bought as a gift. But well worth the money. A definite must read

"
"Appears pirated, not original publication",Inde,30 janvier 2019,Achat vérifié,"

  Not a hard cover and poor quality print with contents page and preface attached at the back of book, very poor quality pictures

"
Books,Royaume-Uni,28 décembre 2018,Achat vérifié,"

  Very good just what I needed to thank you fast service excellent the service

"
Honest and inspiring,Royaume-Uni,29 mai 2020,Achat vérifié,"

  3 chapters in and I just cant put it down.

"
Becoming Michelle Obama,Royaume-Uni,4 septembre 2020,Achat vérifié,"

  Interesting read

"
You have to buy and read or watch .,Royaume-Uni,3 juin 2020,Achat vérifié,"

  This is worth every penny to read how important  it is to have self worth

"
Mum loved it,Royaume-Uni,21 juin 2019,Achat vérifié,"

  Bought as a gift

"
Great Woman,Royaume-Uni,22 novembre 2020,Achat vérifié,"

  Enjoyed ever page

"
Becoming,Royaume-Uni,12 juillet 2020,Achat vérifié,"

  The book is good

"
5 stars,Royaume-Uni,13 janvier 2019,Achat vérifié,"

  Fantastic prouduct! Very happy

"
Inspirational,Royaume-Uni,8 janvier 2019,Achat vérifié,"

  A role model for all women. A brilliantly written book which opens our eyes and understanding. Thank you for sharing your life so far ...

"
